1	[{"caption": "a green bus driving down a street next to a fence.", "conf": 0.8484565019607544}]
2	[{"caption": "a couple of men playing a game of frisbee.", "conf": 0.9269015789031982}]
3	[{"caption": "a couple of men playing a game of frisbee.", "conf": 0.924492359161377}]
4	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9281445145606995}]
5	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9277480244636536}]
6	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9277480244636536}]
7	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
8	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9277480244636536}]
9	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9281445145606995}]
10	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9281445145606995}]
11	[{"caption": "a couple of men playing a game of frisbee.", "conf": 0.9269015789031982}]
12	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9277480244636536}]
13	[{"caption": "a couple of men playing a game of frisbee.", "conf": 0.924492359161377}]
14	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9256885051727295}]
15	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
16	[{"caption": "a man jumping in the air to catch a frisbee.", "conf": 0.9813377261161804}]
17	[{"caption": "a man jumping in the air to catch a frisbee.", "conf": 0.9813377261161804}]
18	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9281445145606995}]
19	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
20	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9256885051727295}]
21	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
22	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
23	[{"caption": "a couple of men playing a game of frisbee.", "conf": 0.924492359161377}]
24	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
25	[{"caption": "a couple of men playing a game of frisbee.", "conf": 0.9166663885116577}]
26	[{"caption": "a man jumping in the air to catch a frisbee.", "conf": 0.9901257157325745}]
27	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9262682795524597}]
28	[{"caption": "a couple of men playing with a frisbee in a field.", "conf": 0.9281445145606995}]
