43534	[{"image_id": "43534", "caption": "a green chair sitting in front of a wall with clocks"}]
21195	[{"image_id": "21195", "caption": "a red train is on the tracks next to a platform"}]
42598	[{"image_id": "42598", "caption": "a man and a woman sitting on a bus"}]
45103	[{"image_id": "45103", "caption": "a living room with a fireplace and a television"}]
29543	[{"image_id": "29543", "caption": "a car stopped at a traffic light on a city street"}]
14384	[{"image_id": "14384", "caption": "a brick clock tower in front of a church"}]
26560	[{"image_id": "26560", "caption": "a man is kneeling down on a basketball court"}]
12003	[{"image_id": "12003", "caption": "a truck with a house on the back of it"}]
33615	[{"image_id": "33615", "caption": "two horses grazing on the grass in a park"}]
29667	[{"image_id": "29667", "caption": "a bedroom with a bed and a tiled floor"}]
23517	[{"image_id": "23517", "caption": "a large vase on display in a glass case"}]
46163	[{"image_id": "46163", "caption": "a white birthday cake with blue writing on it"}]
21375	[{"image_id": "21375", "caption": "a cat laying in a cat bed on a couch"}]
26271	[{"image_id": "26271", "caption": "a living room with furniture and a television"}]
12093	[{"image_id": "12093", "caption": "a plate of food with meat and vegetables on it"}]
31448	[{"image_id": "31448", "caption": "a box of hot dogs and french fries on a table"}]
34881	[{"image_id": "34881", "caption": "a man serving a tennis ball on a tennis court"}]
2398	[{"image_id": "2398", "caption": "a person standing on top of a snow covered slope with skis"}]
38603	[{"image_id": "38603", "caption": "a police officer standing next to a red fire hydrant"}]
34032	[{"image_id": "34032", "caption": "an empty oven with the door open on a stove"}]
17250	[{"image_id": "17250", "caption": "a young man holding a soccer ball on a field"}]
30882	[{"image_id": "30882", "caption": "a man standing on a colorful boat in the water"}]
36492	[{"image_id": "36492", "caption": "a group of airplanes parked on the tarmac at an airport"}]
3676	[{"image_id": "3676", "caption": "a bunch of motorcycles parked in front of a building"}]
29409	[{"image_id": "29409", "caption": "a metal box sitting on top of a grill"}]
20588	[{"image_id": "20588", "caption": "two men playing a video game with wii controllers"}]
20759	[{"image_id": "20759", "caption": "a baseball player sliding into a base during a game"}]
42191	[{"image_id": "42191", "caption": "a stop foreclosure sign on a telephone pole"}]
31584	[{"image_id": "31584", "caption": "a giraffe laying down in a field of grass"}]
41602	[{"image_id": "41602", "caption": "a desktop computer sitting on top of a desk"}]
36682	[{"image_id": "36682", "caption": "a trunk of a car filled with luggage and bags"}]
34585	[{"image_id": "34585", "caption": "a woman is walking on a tennis court"}]
29873	[{"image_id": "29873", "caption": "a ski lift on top of a snow covered mountain"}]
39785	[{"image_id": "39785", "caption": "a plate of food with a knife on a table"}]
13885	[{"image_id": "13885", "caption": "a desk with a cup of coffee and a clock"}]
31714	[{"image_id": "31714", "caption": "a large group of people walking in a parade"}]
35467	[{"image_id": "35467", "caption": "a young boy sitting at a table eating food"}]
29886	[{"image_id": "29886", "caption": "a pizza sitting on top of a tray on a table"}]
2998	[{"image_id": "2998", "caption": "two babies laying in a bed with a bottle"}]
13616	[{"image_id": "13616", "caption": "a crowd of people waiting for a bus at a bus stop"}]
45536	[{"image_id": "45536", "caption": "a woman holding an umbrella and reading a newspaper"}]
2634	[{"image_id": "2634", "caption": "two yellow bowls of food with meat and vegetables"}]
11498	[{"image_id": "11498", "caption": "an old black and white photo of a train engine"}]
30077	[{"image_id": "30077", "caption": "a person is windsurfing in the ocean with a kite"}]
27212	[{"image_id": "27212", "caption": "two men standing on a tennis court holding rackets"}]
34041	[{"image_id": "34041", "caption": "a bathroom with a toilet and a sink"}]
37171	[{"image_id": "37171", "caption": "a dirty bathroom with a toilet and a sink"}]
35068	[{"image_id": "35068", "caption": "an older man playing a video game with a wii controller"}]
11171	[{"image_id": "11171", "caption": "a british airways airplane parked at an airport"}]
39244	[{"image_id": "39244", "caption": "an older man hitting a tennis ball with a racket"}]
10278	[{"image_id": "10278", "caption": "a crowd of people walking in the rain with umbrellas"}]
31868	[{"image_id": "31868", "caption": "two little girls standing under an umbrella in the rain"}]
15922	[{"image_id": "15922", "caption": "a large cargo jet sitting on top of an airport runway"}]
17892	[{"image_id": "17892", "caption": "a black dog jumping in the air to catch a frisbee"}]
11444	[{"image_id": "11444", "caption": "a man holding a tennis ball on a tennis court"}]
42855	[{"image_id": "42855", "caption": "a man holding a cell phone in front of his face"}]
2856	[{"image_id": "2856", "caption": "a chef preparing plates of food in a kitchen"}]
2743	[{"image_id": "2743", "caption": "a blue bus parked on the side of the street"}]
32259	[{"image_id": "32259", "caption": "a herd of elephants standing next to a body of water"}]
43594	[{"image_id": "43594", "caption": "a plastic container of food with rice and vegetables and fruit"}]
27125	[{"image_id": "27125", "caption": "a woman holding a cup of dunkin donuts coffee"}]
33899	[{"image_id": "33899", "caption": "a living room with white furniture and a fireplace"}]
37439	[{"image_id": "37439", "caption": "a person holding a skateboard at a skate park"}]
17907	[{"image_id": "17907", "caption": "a variety of items are laid out on a pink table"}]
16297	[{"image_id": "16297", "caption": "a group of men playing a game of frisbee on a field"}]
40049	[{"image_id": "40049", "caption": "a fighter jet sitting on top of an airport runway"}]
10207	[{"image_id": "10207", "caption": "a laptop computer sitting on top of a desk"}]
30999	[{"image_id": "30999", "caption": "a busy city street with cars and people on motorcycles"}]
1315	[{"image_id": "1315", "caption": "a brown teddy bear sitting on top of a blanket"}]
11320	[{"image_id": "11320", "caption": "a cat laying on a table next to a remote control"}]
44107	[{"image_id": "44107", "caption": "a half eaten pizza on a plate on a table"}]
22932	[{"image_id": "22932", "caption": "a man flying a kite on top of a roof"}]
40004	[{"image_id": "40004", "caption": "a red fire hydrant sitting inside of a wooden building"}]
10868	[{"image_id": "10868", "caption": "a woman looking inside of a refrigerator with a tv on top"}]
24262	[{"image_id": "24262", "caption": "a man standing next to a red traffic light and a sign"}]
30687	[{"image_id": "30687", "caption": "a zebra standing in a field of dry grass"}]
3692	[{"image_id": "3692", "caption": "a van driving down a street in a city"}]
1294	[{"image_id": "1294", "caption": "a pile of teddy bears sitting on a pink blanket"}]
29302	[{"image_id": "29302", "caption": "a young man doing a trick on a skateboard"}]
46078	[{"image_id": "46078", "caption": "three people standing next to a no left turn sign"}]
43838	[{"image_id": "43838", "caption": "a rear view mirror of a truck in front of a church"}]
45119	[{"image_id": "45119", "caption": "a building with a clock on the front of it"}]
42085	[{"image_id": "42085", "caption": "a white train is traveling down the tracks"}]
32770	[{"image_id": "32770", "caption": "four pictures of elephants giraffes and lions and a child"}]
25400	[{"image_id": "25400", "caption": "a bed sitting on the side of a street"}]
3095	[{"image_id": "3095", "caption": "a grill with hamburgers and hot dogs cooking on it"}]
36809	[{"image_id": "36809", "caption": "a woman walking in front of a carnival ride"}]
44474	[{"image_id": "44474", "caption": "a white computer keyboard and mouse in a box"}]
35314	[{"image_id": "35314", "caption": "a fire truck with a fire hose on a street"}]
46020	[{"image_id": "46020", "caption": "a man wearing glasses sitting on a couch"}]
20834	[{"image_id": "20834", "caption": "a group of people standing on the beach holding kites"}]
3377	[{"image_id": "3377", "caption": "two women are singing into microphones with an umbrella"}]
25785	[{"image_id": "25785", "caption": "a red double decker bus driving down a street"}]
29421	[{"image_id": "29421", "caption": "a chef is preparing food in a restaurant kitchen"}]
17510	[{"image_id": "17510", "caption": "two cows grazing in a grassy field with trees"}]
12495	[{"image_id": "12495", "caption": "a shirtless man riding a bike on the beach"}]
41593	[{"image_id": "41593", "caption": "a motorcycle on display at a motorcycle show"}]
37649	[{"image_id": "37649", "caption": "two men working on a motorcycle in a factory"}]
38208	[{"image_id": "38208", "caption": "a couple of horses standing behind a metal fence"}]
1267	[{"image_id": "1267", "caption": "a man in white is playing tennis on a court"}]
15323	[{"image_id": "15323", "caption": "a woman riding on the back of an elephant"}]
1579	[{"image_id": "1579", "caption": "a woman holding two cell phones in her hand"}]
12620	[{"image_id": "12620", "caption": "a person with gloves cutting vegetables with a knife"}]
34122	[{"image_id": "34122", "caption": "two zebras are running together in a field"}]
31322	[{"image_id": "31322", "caption": "a person standing on a beach flying a kite"}]
35	[{"image_id": "35", "caption": "a blurry picture of traffic lights on a street at night"}]
2452	[{"image_id": "2452", "caption": "an elephant standing next to a stone wall"}]
