1	[{"image_id": "42", "caption": "a bathroom with a sink and a toilet and a mirror"}]
2	[{"image_id": "42", "caption": "a woman standing in the water holding a surfboard"}]
3	[{"image_id": "42", "caption": "a bathroom with a sink and a mirror"}]
4	[{"image_id": "42", "caption": "two elephants standing next to each other in a cage"}]
5	[{"image_id": "42", "caption": "a man riding a wave on a surfboard in the ocean"}]
6	[{"image_id": "42", "caption": "a room with a desk with a television and a bed"}]
7	[{"image_id": "42", "caption": "a man doing a trick on a skateboard in the air"}]
8	[{"image_id": "42", "caption": "a dog catching a blue frisbee in its mouth"}]
9	[{"image_id": "42", "caption": "a black and white vase with a bird in it"}]
10	[{"image_id": "42", "caption": "a group of blue and yellow umbrellas in front of a building"}]
11	[{"image_id": "42", "caption": "two blue and white airplanes parked in front of an airport"}]
12	[{"image_id": "42", "caption": "a group of white vases with flowers on a table"}]
13	[{"image_id": "42", "caption": "a plate with a variety of food on a table"}]
14	[{"image_id": "42", "caption": "two zebras standing in a field of grass"}]
15	[{"image_id": "42", "caption": "two horses grazing in a field of green grass"}]
16	[{"image_id": "42", "caption": "two giraffes walking in the brush in a field"}]
17	[{"image_id": "42", "caption": "a plate of food with rice and vegetables on a tray"}]
18	[{"image_id": "42", "caption": "a man riding a wave on a surfboard in the water"}]
19	[{"image_id": "42", "caption": "two sheep sitting in a grassy field"}]
20	[{"image_id": "42", "caption": "a plate of food with rice and vegetables on a tray"}]
21	[{"image_id": "42", "caption": "a bunch of hot dogs cooking on a grill"}]
22	[{"image_id": "42", "caption": "a woman walking down a street with a suitcase and a traffic light"}]
23	[{"image_id": "42", "caption": "a display of dishes and sinks on a shelf in a museum"}]
24	[{"image_id": "42", "caption": "a man standing next to a tree with a giraffe"}]
25	[{"image_id": "42", "caption": "two horses grazing in a field of green grass"}]
26	[{"image_id": "42", "caption": "two sheep standing on top of a hill"}]
27	[{"image_id": "42", "caption": "two people on skis posing for a picture in the snow"}]
28	[{"image_id": "42", "caption": "a pink bathroom with a toilet and a sink"}]
29	[{"image_id": "42", "caption": "a man doing a trick on a skateboard in the air"}]
30	[{"image_id": "42", "caption": "a green street sign on the side of a road"}]
31	[{"image_id": "42", "caption": "a group of people sitting on the beach under an umbrella"}]
32	[{"image_id": "42", "caption": "a baseball player running to a base on a field"}]
33	[{"image_id": "42", "caption": "a man sitting on the front of a boat in the water"}]
34	[{"image_id": "42", "caption": "a woman sitting on a surfboard in the ocean"}]
35	[{"image_id": "42", "caption": "a bathroom with a sink and a mirror"}]
36	[{"image_id": "42", "caption": "a baseball player running to a base on a field"}]
37	[{"image_id": "42", "caption": "a young man playing with a frisbee on the beach"}]
38	[{"image_id": "42", "caption": "a man is standing on skis in the snow"}]
39	[{"image_id": "42", "caption": "a horse drawn carriage in front of a house"}]
40	[{"image_id": "42", "caption": "a park with benches and a greenhouse with flowers"}]
41	[{"image_id": "42", "caption": "a truck with a kite in the back of it"}]
42	[{"image_id": "42", "caption": "a bathroom with a sink and a toilet"}]
43	[{"image_id": "42", "caption": "two horses grazing in a field of green grass"}]
44	[{"image_id": "42", "caption": "a plane flying low over the ocean with a person in the water"}]
45	[{"image_id": "42", "caption": "a pink bathroom with a toilet and a sink"}]
46	[{"image_id": "42", "caption": "a woman sitting on a surfboard in the ocean"}]
47	[{"image_id": "42", "caption": "two elephants walking in a body of water"}]
48	[{"image_id": "42", "caption": "a group of motorcycles parked in front of a building"}]
49	[{"image_id": "42", "caption": "a large clock on the side of a building"}]
50	[{"image_id": "42", "caption": "a parking meter on a city street at night"}]
51	[{"image_id": "42", "caption": "a bathroom with a sink and a toilet and a mirror"}]
52	[{"image_id": "42", "caption": "a man doing a trick on a skateboard in the air"}]
53	[{"image_id": "42", "caption": "a man sitting on the front of a boat in the water"}]
54	[{"image_id": "42", "caption": "a man riding skis on top of a snow covered mountain"}]
55	[{"image_id": "42", "caption": "a parking meter on a city street at night"}]
56	[{"image_id": "42", "caption": "a white bathroom with a toilet and a sink"}]
57	[{"image_id": "42", "caption": "a bunch of hot dogs cooking on a grill"}]
58	[{"image_id": "42", "caption": "a bathroom with a sink and a toilet"}]
59	[{"image_id": "42", "caption": "a plane flying low over the ocean with a person in the water"}]
60	[{"image_id": "42", "caption": "a bathroom with a sink and a wall of pictures"}]
61	[{"image_id": "42", "caption": "a man and a woman flying a kite on the beach"}]
62	[{"image_id": "42", "caption": "a horse drawn carriage in front of a house"}]
63	[{"image_id": "42", "caption": "a man doing a trick on a skateboard in the air"}]
64	[{"image_id": "42", "caption": "a kitchen with wooden cabinets and stainless steel appliances"}]
65	[{"image_id": "42", "caption": "a bathroom with a sink and a toilet and a mirror"}]
66	[{"image_id": "42", "caption": "a train on the tracks in front of a building"}]
67	[{"image_id": "42", "caption": "a man doing a trick on a skateboard in the air"}]
68	[{"image_id": "42", "caption": "two men playing with a frisbee in a field"}]
69	[{"image_id": "42", "caption": "a man throwing a frisbee in a park"}]
70	[{"image_id": "42", "caption": "a group of people playing frisbee in a field"}]
71	[{"image_id": "42", "caption": "a bathroom with a sink and a wall of pictures"}]
